MOF,PLD,Dimen
qmof-55d1b21.res,4.43149,3
qmof-55ea716.res,2.15454,nan
qmof-55fa4d1.res,2.97551,1
qmof-5610288.res,4.8212,3
qmof-5636da1.res,7.18404,1
qmof-563bfea.res,9.58083,3
qmof-56439ce.res,0.84559,nan
qmof-56495b9.res,1.37986,nan
qmof-564af28.res,10.95021,2
qmof-564c0a3.res,12.57719,3
qmof-5658f69.res,9.5203,1
qmof-565debb.res,15.74648,3
qmof-56651f3.res,2.35437,nan
qmof-566780e.res,0.99729,nan
qmof-5672c63.res,2.81812,1
qmof-5674ed3.res,14.67353,3
qmof-567a5c4.res,7.11714,3
qmof-567e418.res,2.15176,nan
qmof-5684c2b.res,0.74755,nan
qmof-5689ec9.res,5.02466,1
qmof-568a548.res,5.89976,1
qmof-5692fe2.res,0.71897,nan
qmof-56a07fd.res,0.89989,nan
qmof-56a3cc3.res,4.06052,1
qmof-56a4d8e.res,3.63598,2
qmof-56ad7f4.res,4.79811,1
qmof-56b47d4.res,9.10741,3
qmof-56c40ef.res,1.58228,nan
qmof-56d35fa.res,1.95136,nan
qmof-56dbe2b.res,7.33289,3
qmof-56ddcb3.res,8.72857,3
qmof-56deb62.res,4.36522,1
qmof-56e0e0d.res,2.25233,nan
qmof-56f4308.res,4.44824,1
qmof-571982f.res,4.0569,2
qmof-571d405.res,14.14613,3
qmof-5724417.res,15.14969,3
qmof-572f35a.res,8.89317,3
qmof-573e052.res,3.32007,2
qmof-573e45d.res,8.04797,3
qmof-574737f.res,3.77579,3
qmof-57495f6.res,3.75523,2
qmof-5754d27.res,9.3397,3
qmof-575e040.res,8.45128,3
qmof-5763612.res,5.13841,1
qmof-5765a43.res,9.79402,3
qmof-576cfe5.res,5.03822,3
qmof-576f203.res,0.95115,nan
qmof-576fe59.res,8.5153,1
qmof-577237b.res,8.61459,3
qmof-5779945.res,0.9616,nan
qmof-5791351.res,0.93144,nan
qmof-5797324.res,11.91012,3
qmof-5797937.res,5.9082,1
qmof-579a1f8.res,1.20236,nan
qmof-57bb27b.res,1.05602,nan
qmof-57c58e8.res,2.80306,2
qmof-57ca61b.res,1.16358,nan
qmof-57d9046.res,0.83448,nan
qmof-57e829d.res,7.53156,3
qmof-57e937f.res,4.50658,2
qmof-57e97e1.res,8.74905,3
qmof-58042a0.res,1.0039,nan
qmof-5804dac.res,3.26953,1
qmof-58181db.res,7.80394,2
qmof-581d608.res,7.62418,3
qmof-5822c64.res,1.55612,nan
qmof-583d246.res,6.9576,3
qmof-585d5f6.res,3.4937,1
qmof-5885ba6.res,1.02106,nan
qmof-588da82.res,4.80483,3
qmof-5893d8f.res,2.77314,1
qmof-589eb2a.res,21.46408,1
qmof-58a8aed.res,14.13261,3
qmof-58a8f42.res,5.43127,1
qmof-58b9289.res,1.5824,nan
qmof-58c25d6.res,4.04755,1
qmof-58c470b.res,2.37622,nan
qmof-58dac03.res,1.2069,nan
qmof-58f416c.res,8.04689,3
qmof-58ff33e.res,3.07211,1
qmof-59052d3.res,19.66145,1
qmof-59103c5.res,2.07992,nan
qmof-5911e15.res,5.50408,3
qmof-591b39d.res,1.36172,nan
qmof-59219a7.res,5.18265,1
qmof-5923d4b.res,13.03155,1
qmof-59256e9.res,9.82783,3
qmof-59396ea.res,1.93095,nan
qmof-5941efd.res,10.61608,3
qmof-5944455.res,11.86617,3
qmof-5947f65.res,3.73879,3
qmof-5948e3e.res,9.47653,3
qmof-594c034.res,7.29348,1
qmof-5964493.res,3.89437,2
qmof-596e2b4.res,5.71976,3
qmof-5974966.res,1.03981,nan
qmof-597612f.res,0.71515,nan
qmof-597c872.res,7.87585,3
qmof-597cc0a.res,10.52724,3
qmof-597cebc.res,9.24807,1
qmof-597f45f.res,1.36857,nan
qmof-5991f0e.res,1.29713,nan
qmof-59a2ee1.res,2.14202,nan
qmof-59a550a.res,9.23738,3
qmof-59aae71.res,0.97918,nan
qmof-59b5fa6.res,1.26977,nan
qmof-59c1dc0.res,1.99052,nan
qmof-59cc8f1.res,4.36646,3
qmof-59d990b.res,3.04307,1
qmof-59dd9f5.res,1.88937,nan
qmof-59f3c10.res,0.99663,nan
qmof-59f5198.res,6.01538,3
qmof-59f8ae3.res,5.86134,3
qmof-59f918e.res,1.24541,nan
qmof-59fd38f.res,0.94398,nan
qmof-5a1b96a.res,4.45705,3
qmof-5a32162.res,1.39029,nan
qmof-5a36ead.res,1.03575,nan
qmof-5a37225.res,12.14432,1
qmof-5a3945a.res,2.22846,nan
qmof-5a58afb.res,0.68763,nan
qmof-5a5fe74.res,6.59926,3
qmof-5a63e9d.res,0.95845,nan
qmof-5a70274.res,9.50774,1
qmof-5a7d030.res,14.02355,3
qmof-5a80a90.res,9.58398,2
qmof-5a82cd3.res,1.34184,nan
qmof-5a8c101.res,8.23754,3
qmof-5a8d3cc.res,1.58343,nan
qmof-5a8e468.res,2.73192,1
qmof-5a932f7.res,1.0175,nan
qmof-5a9cc08.res,0.74142,nan
qmof-5aa115e.res,8.17226,3
qmof-5aa7bf3.res,0.7402,nan
qmof-5ab2ae6.res,1.00132,nan
qmof-5ab58de.res,2.09549,nan
qmof-5ab6b28.res,5.22891,3
qmof-5acc8b3.res,8.4228,3
qmof-5acf2ab.res,4.84028,3
qmof-5ad132b.res,0.90967,nan
qmof-5ad780f.res,6.48573,3
qmof-5adffdd.res,6.80877,3
qmof-5ae829a.res,7.1053,2
qmof-5ae8b7a.res,1.16753,nan
qmof-5aeab06.res,8.80678,3
qmof-5af3aeb.res,13.64741,1
qmof-5af4c97.res,14.76898,1
qmof-5af8d99.res,8.10375,3
qmof-5afdf29.res,6.93445,3
qmof-5afef8e.res,0.8189,nan
qmof-5b02dd4.res,2.35692,nan
qmof-5b07106.res,5.17434,3
qmof-5b20bb3.res,6.44405,1
qmof-5b325c1.res,4.95602,3
qmof-5b334b8.res,3.88927,1
qmof-5b4423d.res,0.91699,nan
qmof-5b5c508.res,5.24124,3
qmof-5b5dadb.res,0.78093,nan
qmof-5b71479.res,3.11957,1
qmof-5b72dfa.res,4.80072,2
qmof-5b945c8.res,4.23685,2
qmof-5b955f2.res,1.00811,nan
qmof-5ba9b76.res,1.06037,nan
qmof-5babc21.res,3.02335,1
qmof-5bac0a7.res,1.15876,nan
qmof-5bbacb7.res,1.32596,nan
qmof-5bbcd9f.res,1.21997,nan
qmof-5bc7a5e.res,0.21319,nan
qmof-5bcb55a.res,3.83111,3
qmof-5bce2a7.res,9.7595,3
qmof-5bd2003.res,6.90794,1
qmof-5bd4a24.res,2.14542,nan
qmof-5bd7e70.res,8.01798,1
qmof-5be9b7e.res,6.35765,3
qmof-5be9d77.res,7.27735,3
qmof-5bea56f.res,22.26377,1
qmof-5bebd76.res,0.85509,nan
qmof-5bf27fe.res,1.24546,nan
qmof-5bf8bc9.res,8.01358,2
qmof-5c00a1d.res,1.22694,nan
qmof-5c01049.res,8.9162,3
qmof-5c01e0f.res,6.10792,1
qmof-5c0d0b5.res,4.63658,1
qmof-5c10c69.res,5.73322,2
qmof-5c10cb7.res,3.41038,3
qmof-5c15ba0.res,2.30501,nan
qmof-5c17b15.res,1.09889,nan
qmof-5c1b397.res,4.72523,3
qmof-5c28337.res,7.97832,2
qmof-5c2af2c.res,9.73415,3
qmof-5c2de5c.res,0.99183,nan
qmof-5c3c38b.res,14.41129,3
qmof-5c3e66d.res,1.11055,nan
qmof-5c418c0.res,5.6506,1
qmof-5c4a211.res,1.42186,nan
qmof-5c4b8f9.res,1.21285,nan
qmof-5c4ddd4.res,4.19621,1
qmof-5c67a6f.res,8.13193,3
qmof-5c6b152.res,2.13882,nan
qmof-5c6eaa8.res,4.55816,3
qmof-5c7ac81.res,1.69515,nan
qmof-5c8908e.res,1.06468,nan
qmof-5c9a8d6.res,1.23649,nan
qmof-5cb1239.res,1.12383,nan
qmof-5cb2fe5.res,3.03673,1
qmof-5cb65f0.res,1.12664,nan
qmof-5cb7bf7.res,3.13175,1
qmof-5cd94b8.res,1.4663,nan
qmof-5ce2533.res,5.68602,3
qmof-5ce36bf.res,3.40149,1
qmof-5cea606.res,3.15658,3
qmof-5d03e27.res,4.10428,1
qmof-5d05c82.res,5.07625,3
qmof-5d1aafb.res,8.94632,3
qmof-5d1e419.res,5.63602,1
qmof-5d221f2.res,7.08314,1
qmof-5d33570.res,1.22424,nan
qmof-5d39206.res,7.97916,3
qmof-5d3ef84.res,3.37596,2
qmof-5d4580f.res,1.49928,nan
qmof-5d499dc.res,1.05509,nan
qmof-5d649de.res,9.88684,1
qmof-5d6869e.res,2.50518,1
qmof-5d740ae.res,4.92995,3
qmof-5d785bc.res,9.24004,3
qmof-5d89b9d.res,7.16559,1
qmof-5d93570.res,2.34961,nan
qmof-5dabe7d.res,0.80601,nan
qmof-5de5775.res,1.2314,nan
qmof-5df5ee4.res,12.58279,3
qmof-5df6560.res,6.55842,2
qmof-5dfc500.res,3.02192,3
qmof-5dfdb5e.res,2.59262,1
qmof-5dfdc69.res,1.22488,nan
qmof-5e02b87.res,6.80332,2
qmof-5e04df0.res,1.26252,nan
qmof-5e06567.res,1.12616,nan
qmof-5e0cc90.res,1.52412,nan
qmof-5e18154.res,12.55604,3
qmof-5e3058c.res,3.3368,1
qmof-5e34c74.res,5.08985,3
qmof-5e43007.res,1.17816,nan
qmof-5e49283.res,6.27074,3
qmof-5e5ad16.res,5.08305,3
qmof-5e616d3.res,2.23749,nan
qmof-5e76961.res,1.16972,nan
qmof-5e7e509.res,4.19231,2
qmof-5e8c015.res,4.83572,2
qmof-5e989c6.res,0.95504,nan
qmof-5ea5aaa.res,5.06017,1
qmof-5eb34fb.res,7.99282,3
qmof-5ec1870.res,5.98956,3
qmof-5ec3d0d.res,18.20066,1
qmof-5ed2725.res,6.00575,3
qmof-5ee1c58.res,2.75223,1
qmof-5eeb6a4.res,2.6997,1
qmof-5ef05bd.res,8.27799,3
qmof-5ef4ba5.res,1.739,nan
qmof-5ef5474.res,8.20295,3
qmof-5efa150.res,9.41025,3
qmof-5f0b53c.res,1.20864,nan
qmof-5f110f6.res,2.76746,2
qmof-5f1347b.res,1.1632,nan
qmof-5f2ccdc.res,3.23766,3
qmof-5f3ad60.res,3.73017,3
qmof-5f3c10f.res,8.79575,1
qmof-5f4316d.res,4.46606,1
qmof-5f57dd4.res,0.90993,nan
qmof-5f619ed.res,1.60289,nan
qmof-5f8bb84.res,3.18608,3
qmof-5f9623c.res,2.27516,nan
qmof-5f9a1bc.res,4.77357,2
qmof-5fc7c77.res,6.30868,3
qmof-5fcd937.res,8.22444,2
qmof-5fd4252.res,9.28986,3
qmof-5fe93a5.res,1.28408,nan
qmof-5feac13.res,1.24915,nan
qmof-5fed045.res,4.27114,1
qmof-6007fac.res,3.16174,3
qmof-600e097.res,0.92432,nan
qmof-600fd47.res,1.20664,nan
qmof-6011a1c.res,1.12667,nan
qmof-6013710.res,0.80555,nan
qmof-60168f8.res,9.30758,3
qmof-601b6ce.res,10.83161,3
qmof-60208cd.res,4.30156,3
qmof-6026387.res,1.1359,nan
qmof-6031bc0.res,2.88321,2
qmof-6032da7.res,5.12398,1
qmof-6038f07.res,6.05293,3
qmof-6040bb6.res,1.47008,nan
qmof-60450dd.res,1.21323,nan
qmof-60464fc.res,1.237,nan
qmof-605c8c0.res,4.62565,3
qmof-605d233.res,3.27934,3
qmof-60626cd.res,4.54552,1
qmof-6068c8d.res,1.32517,nan
qmof-606a263.res,1.0023,nan
qmof-606e1e2.res,7.60609,1
qmof-6070de9.res,0.85142,nan
qmof-60793b4.res,1.37174,nan
qmof-607988e.res,4.66072,3
qmof-608a1d6.res,4.60482,3
qmof-6097b60.res,4.95274,2
qmof-60a108c.res,12.0203,3
qmof-60a5345.res,2.0432,nan
qmof-60a69f9.res,5.92815,1
qmof-60b36e9.res,1.71255,nan
qmof-60ca16f.res,5.11437,3
qmof-60cb60d.res,2.96181,3
qmof-60d4e52.res,12.80176,3
qmof-60da571.res,11.04396,3
qmof-60e0223.res,5.08463,3
qmof-60eddc5.res,22.11775,1
qmof-60f2715.res,0.90721,nan
qmof-6111c69.res,1.22072,nan
qmof-6127dd2.res,11.87985,3
qmof-61282f6.res,2.34086,nan
qmof-6128aea.res,7.46014,3
qmof-6136401.res,1.07936,nan
qmof-614141f.res,1.14401,nan
qmof-61450a6.res,2.21577,nan
qmof-614957d.res,0.8283,nan
qmof-614da5d.res,7.1252,3
qmof-61502b5.res,3.73541,3
qmof-6154c70.res,11.84835,3
qmof-615a56b.res,3.06376,1
qmof-6172dac.res,6.94821,3
qmof-617a25d.res,12.7912,3
qmof-6182d5e.res,4.22781,3
qmof-6185eff.res,2.34425,nan
qmof-61991de.res,6.61683,1
qmof-61a517e.res,8.05548,3
qmof-61b2c21.res,7.34185,3
qmof-61b30af.res,1.37526,nan
qmof-61bc52b.res,5.91471,3
qmof-61cbd6c.res,7.91565,3
qmof-61ccc62.res,1.81974,nan
qmof-61ec4f7.res,0.71884,nan
qmof-61fe6ed.res,1.17502,nan
qmof-6204da9.res,1.1827,nan
qmof-62058f7.res,8.97652,1
qmof-620b5d5.res,10.23076,3
qmof-6226f23.res,1.23568,nan
qmof-624174a.res,0.9377,nan
qmof-6241b50.res,7.14003,1
qmof-624efee.res,16.487,3
qmof-6250e1f.res,1.39585,nan
qmof-62539f9.res,13.3771,3
qmof-625c1df.res,6.09329,1
qmof-62616d8.res,6.82064,2
qmof-62629c7.res,4.11078,1
qmof-626963a.res,2.77943,1
qmof-626d837.res,4.58949,3
qmof-6270723.res,3.73971,1
qmof-6288836.res,6.23163,1
qmof-62890e4.res,2.83686,2
qmof-628ac43.res,7.8136,3
qmof-628adc7.res,1.01152,nan
qmof-628fed6.res,1.31418,nan
qmof-62a9807.res,5.90497,1
qmof-62af439.res,9.21516,1
qmof-62c2018.res,0.93169,nan
qmof-62c3d21.res,1.02228,nan
qmof-62cf3da.res,3.43427,3
qmof-62da067.res,2.96026,1
qmof-62e71b9.res,2.68381,1
qmof-62febdf.res,6.23988,3
qmof-6313ccd.res,1.51734,nan
qmof-63145b6.res,3.59824,1
qmof-6318e01.res,1.07478,nan
qmof-6323ace.res,2.22224,nan
qmof-6323f10.res,4.95919,1
qmof-633c6b8.res,1.67178,nan
qmof-633e487.res,1.55075,nan
qmof-634042f.res,3.17543,3
qmof-6357683.res,1.58187,nan
qmof-63714ea.res,6.13616,3
qmof-637e6e5.res,8.86183,3
qmof-639db33.res,1.34233,nan
qmof-63a1c88.res,8.54276,1
qmof-63a8ad5.res,0.94398,nan
qmof-63be4cf.res,7.38257,2
qmof-63c3734.res,3.35558,1
qmof-63c5667.res,14.20178,3
qmof-63c5aad.res,0.78168,nan
qmof-63e0e58.res,1.98941,nan
qmof-63e34f0.res,8.76289,3
qmof-63ec0a7.res,5.26741,3
qmof-63ecc9e.res,12.18844,3
qmof-63ef917.res,2.00518,nan
qmof-63f263f.res,0.96104,nan
qmof-63f5b1c.res,1.03891,nan
qmof-63fd049.res,13.98916,3
qmof-6400cd1.res,3.00073,1
qmof-641f68d.res,4.51131,2
qmof-64280ff.res,1.49505,nan
qmof-6429819.res,6.05364,1
qmof-642a3e1.res,8.97836,3
qmof-6445360.res,9.87465,3
qmof-64499d3.res,1.14216,nan
qmof-645a178.res,7.49873,3
qmof-646c173.res,3.71787,3
qmof-646d39f.res,1.17194,nan
qmof-646df48.res,0.7435,nan
qmof-6478b5c.res,0.90774,nan
qmof-647f2f7.res,2.2707,nan
qmof-64812b7.res,1.38361,nan
qmof-648f65b.res,6.36316,3
qmof-649b3f2.res,8.99892,3
qmof-649e944.res,3.43857,1
qmof-64af24e.res,0.74962,nan
qmof-64b7989.res,1.17782,nan
qmof-64c64cc.res,0.9446,nan
qmof-64d736f.res,9.33825,2
qmof-64da900.res,6.57894,3
qmof-64eca6f.res,1.0932,nan
qmof-64fdb56.res,9.71837,3
qmof-64fe339.res,5.82631,1
qmof-6505e92.res,3.39721,3
qmof-650d8e2.res,12.59601,1
qmof-6513f43.res,0.90205,nan
qmof-651a0e2.res,5.5758,3
qmof-651fd87.res,20.12766,1
qmof-65294ad.res,9.44608,3
qmof-652d6b7.res,3.20997,1
qmof-65319e1.res,2.14575,nan
qmof-65356da.res,2.63245,1
qmof-6538047.res,23.34456,3
qmof-6540d60.res,0.97615,nan
qmof-6542f77.res,6.17786,2
qmof-6551f9b.res,6.73506,2
qmof-65535b4.res,2.19408,nan
qmof-65586ab.res,0.96652,nan
qmof-655b2a3.res,3.36256,3
qmof-656c2ee.res,1.51431,nan
qmof-65823ea.res,19.47855,1
qmof-6585ef5.res,9.06317,1
qmof-658e9f3.res,2.60063,1
qmof-65937c4.res,7.40434,3
qmof-6596653.res,2.30239,nan
qmof-659ba72.res,2.6234,1
qmof-659dd1c.res,1.0361,nan
qmof-65a0048.res,5.88601,3
qmof-65a0364.res,0.47646,nan
qmof-65b0473.res,1.3566,nan
qmof-65b1e1f.res,7.90362,3
qmof-65bb65d.res,3.89289,3
qmof-65cc006.res,8.31826,1
qmof-65cfa24.res,3.45838,1
qmof-65e44a3.res,0.98797,nan
qmof-65e6355.res,1.10653,nan
qmof-65e6cf9.res,0.86691,nan
qmof-65e795e.res,0.96466,nan
qmof-65ef97b.res,10.7585,3
qmof-6615630.res,1.26941,nan
qmof-663129a.res,1.14308,nan
qmof-663dc22.res,7.9556,3
qmof-6649712.res,3.02131,1
qmof-6656fa3.res,7.47496,3
qmof-665d5d4.res,5.59404,1
qmof-66696cd.res,8.37793,3
qmof-667784d.res,14.55077,3
qmof-6685354.res,3.92489,2
qmof-6694295.res,1.04067,nan
qmof-66998fd.res,5.60591,3
qmof-66a37f1.res,10.84652,2
qmof-66acad7.res,9.41967,1
qmof-66c3285.res,5.9083,2
qmof-66cc35f.res,2.95349,1
qmof-66d0b97.res,1.14653,nan
qmof-66dc50d.res,0.94962,nan
qmof-66e180a.res,7.22252,3
qmof-66e54f2.res,2.77498,1
qmof-66e741b.res,0.86434,nan
qmof-66ea27b.res,5.14797,1
qmof-66f177a.res,3.2047,1
qmof-670fdd3.res,6.23378,2
qmof-673bd4c.res,1.02248,nan
qmof-673ecf4.res,0.84935,nan
qmof-673fc7f.res,5.11853,3
qmof-6743746.res,8.6981,1
qmof-6756c93.res,1.03922,nan
qmof-675f95d.res,1.18424,nan
qmof-6761fd3.res,11.0752,3
qmof-6771069.res,4.50521,3
qmof-6777158.res,2.66203,1
qmof-677bee0.res,9.64243,1
qmof-67845a0.res,3.44981,3
qmof-6797aee.res,2.15673,nan
qmof-6798637.res,1.08938,nan
qmof-679e2ca.res,1.17189,nan
qmof-67b0e05.res,1.22277,nan
qmof-67b74c4.res,0.99979,nan
qmof-67d495a.res,13.68124,1
qmof-67dc5d7.res,6.2246,3
qmof-67f29db.res,0.79996,nan
qmof-67f79ac.res,6.03152,1
qmof-6801527.res,4.58531,2
qmof-6801689.res,9.00565,3
qmof-6804926.res,5.67488,3
qmof-6807fed.res,3.95628,1
qmof-680f89c.res,0.98555,nan
qmof-6812d65.res,7.02475,1
qmof-68146ae.res,8.23316,3
qmof-68178b9.res,15.33253,3
qmof-681c140.res,4.92467,3
qmof-681ca50.res,4.87288,2
qmof-6822e8f.res,0.98282,nan
qmof-6822f6b.res,7.82969,3
qmof-68233bd.res,3.95816,1
qmof-68380f0.res,0.93382,nan
qmof-683accb.res,8.34086,3
qmof-684c5fa.res,1.3352,nan
qmof-684f362.res,10.15679,3
qmof-685167e.res,8.05041,3
qmof-6851f8d.res,18.44195,1
qmof-6876edb.res,12.0799,3
qmof-6882a18.res,6.97721,1
qmof-6884d48.res,1.10526,nan
qmof-688ca67.res,3.85382,1
qmof-6891316.res,3.80816,1
qmof-6898ab9.res,1.03363,nan
qmof-68af577.res,1.30888,nan
qmof-68b670c.res,4.86159,1
qmof-68ba5d7.res,9.0271,3
qmof-68c61b5.res,0.84767,nan
qmof-68c71c0.res,2.04871,nan
qmof-68d0826.res,8.97709,3
qmof-68d2a22.res,0.79692,nan
qmof-68d5d34.res,17.43468,1
qmof-68d7c2d.res,15.81304,3
qmof-68ec4be.res,1.3633,nan
qmof-68edf8e.res,8.88102,3
qmof-68f3526.res,4.9068,1
qmof-68f408d.res,5.49569,1
qmof-68f559f.res,3.49477,1
qmof-68fafb3.res,1.04458,nan
qmof-6903ec5.res,0.99875,nan
qmof-6905494.res,1.75372,nan
qmof-6915213.res,3.75837,3
qmof-6919937.res,0.95997,nan
qmof-691b73e.res,8.7369,1
qmof-693b656.res,7.80935,3
qmof-6941c22.res,1.46849,nan
qmof-69552f5.res,2.43237,1
qmof-697208e.res,11.13971,3
qmof-6975221.res,1.26505,nan
qmof-697aabc.res,7.62443,2
qmof-697b32a.res,6.1257,1
qmof-698c70f.res,14.56703,3
qmof-69ba23e.res,6.12452,3
qmof-69c8ab1.res,1.02964,nan
qmof-69c9d0b.res,10.70481,3
qmof-69d6aa4.res,0.80932,nan
qmof-69d7c75.res,4.01013,2
qmof-69e96ed.res,8.15414,3
qmof-69fa051.res,0.88169,nan
qmof-69fcbdc.res,2.63604,1
qmof-69fd34d.res,6.45981,1
qmof-6a02a00.res,4.83762,3
qmof-6a08cb9.res,1.62293,nan
qmof-6a29cfc.res,6.76574,1
qmof-6a2f4c9.res,2.66366,1
qmof-6a4cff2.res,9.27413,3
qmof-6a57bbc.res,2.44161,1
qmof-6a58cd1.res,9.25002,3
qmof-6a595fd.res,4.36973,2
qmof-6a5b52b.res,8.56452,3
qmof-6a62f82.res,16.37177,3
qmof-6a667dc.res,5.0234,3
qmof-6a6ccde.res,0.76573,nan
qmof-6a840fe.res,3.71823,1
qmof-6a97433.res,8.13289,2
qmof-6aa6e0d.res,1.22497,nan
qmof-6aa9d97.res,3.08565,1
qmof-6aaf0fe.res,3.41822,2
qmof-6ab301c.res,1.14251,nan
qmof-6ab4305.res,2.00925,nan
qmof-6abc890.res,1.1719,nan
qmof-6ad0afb.res,5.18588,3
qmof-6ad2d37.res,1.34363,nan
qmof-6adf485.res,8.7239,3
qmof-6ae3b12.res,1.71484,nan
qmof-6af7b79.res,1.14663,nan
qmof-6afa476.res,20.53552,1
qmof-6b0284c.res,5.68121,3
qmof-6b03e0d.res,1.17062,nan
qmof-6b0ce52.res,6.06301,1
qmof-6b188f9.res,1.2444,nan
qmof-6b20b7a.res,5.93326,3
qmof-6b43508.res,1.74155,nan
qmof-6b43a42.res,8.89369,3
qmof-6b4d50c.res,11.884,3
qmof-6b4d8f7.res,0.86091,nan
qmof-6b5664e.res,3.79679,3
qmof-6b58e65.res,1.08756,nan
qmof-6b5da26.res,0.80198,nan
qmof-6b7c621.res,0.87996,nan
qmof-6b810b0.res,11.10534,3
qmof-6b8226a.res,3.79021,2
qmof-6b9969b.res,1.11224,nan
qmof-6ba3702.res,4.35483,3
qmof-6ba8301.res,9.84594,3
qmof-6bab288.res,6.09557,2
qmof-6bad5cd.res,3.1458,1
qmof-6bbd0c6.res,9.93584,3
qmof-6bc1eda.res,1.83455,nan
qmof-6bca146.res,8.89644,3
qmof-6bcd96c.res,9.20618,3
qmof-6bda2bd.res,2.26455,nan
qmof-6beb689.res,6.6005,3
qmof-6beca2a.res,1.54079,nan
qmof-6bee764.res,5.68166,1
qmof-6bef8c5.res,3.26675,2
qmof-6c14b7d.res,3.17693,1
qmof-6c18b0c.res,6.75929,1
qmof-6c1d234.res,1.02262,nan
qmof-6c32ceb.res,0.92833,nan
qmof-6c3a161.res,2.08051,nan
qmof-6c58181.res,2.86084,1
qmof-6c6ec35.res,1.47408,nan
qmof-6c81e33.res,10.29272,3
qmof-6c85054.res,7.80318,3
qmof-6c8936d.res,5.3867,3
qmof-6c8f362.res,9.84779,3
qmof-6c8fb74.res,4.36843,1
qmof-6ca3fde.res,0.9078,nan
qmof-6cac3d1.res,6.71302,3
qmof-6cb09f0.res,1.19068,nan
qmof-6cb393a.res,8.04633,2
qmof-6cb4b06.res,5.24944,1
qmof-6cb5e16.res,1.18231,nan
qmof-6cc9d61.res,1.21383,nan
qmof-6cea7d6.res,7.67901,3
qmof-6cf1500.res,4.25465,3
qmof-6cf1bb5.res,1.10674,nan
qmof-6cf28ef.res,7.99739,3
qmof-6cff79d.res,0.80003,nan
qmof-6d020d0.res,3.50864,1
qmof-6d2b4bc.res,1.33762,nan
qmof-6d2f6ac.res,1.14596,nan
qmof-6d579f1.res,4.85814,3
qmof-6d59eab.res,7.76988,3
qmof-6d5bf51.res,13.09571,3
qmof-6d5bf88.res,0.97052,nan
qmof-6d5f5b1.res,1.92013,nan
qmof-6d62075.res,11.79146,3
qmof-6d779e7.res,3.85405,3
qmof-6d84bac.res,6.8471,3
qmof-6d98f40.res,2.60774,2
qmof-6d992df.res,1.14787,nan
qmof-6da396d.res,2.86418,1
qmof-6db2252.res,1.20174,nan
qmof-6db6f37.res,7.82827,3
qmof-6dc78ec.res,3.29077,1
qmof-6dd2b9b.res,2.75291,1
qmof-6dd93a8.res,1.18403,nan
qmof-6ddf0f7.res,10.73626,3
qmof-6df3cab.res,7.86162,3
qmof-6df6052.res,7.48499,3
qmof-6df82d9.res,2.79943,1
qmof-6e18d70.res,1.00253,nan
qmof-6e1e8c2.res,5.64171,3
qmof-6e1f8f0.res,14.07719,3
qmof-6e20725.res,6.24317,1
qmof-6e23252.res,1.33037,nan
qmof-6e25176.res,1.14281,nan
qmof-6e31a87.res,1.198,nan
qmof-6e3e4eb.res,1.29363,nan
qmof-6e482fb.res,7.32467,1
qmof-6e4f021.res,3.90362,2
qmof-6e5272e.res,2.99739,2
qmof-6e5a0c5.res,9.31607,3
qmof-6e5e86e.res,1.52805,nan
qmof-6e77811.res,7.0433,1
qmof-6e778ba.res,12.45422,3
qmof-6e8fd48.res,4.47636,2
qmof-6e939e4.res,2.66713,1
qmof-6e98dc7.res,1.09172,nan
qmof-6e9bf49.res,2.15828,nan
qmof-6ebc141.res,10.51706,3
qmof-6ebfed4.res,10.70993,1
qmof-6ebffae.res,0.85445,nan
qmof-6edf29f.res,9.05579,3
qmof-6eefd42.res,3.94393,3
qmof-6ef802e.res,15.83809,1
qmof-6efed02.res,5.24965,3
qmof-6f0a50e.res,8.16885,3
qmof-6f17d1f.res,18.58427,1
qmof-6f191b9.res,4.61644,1
qmof-6f1b1c6.res,13.06445,2
qmof-6f208d3.res,12.78331,3
qmof-6f21a6f.res,1.60025,nan
qmof-6f2f136.res,0.99014,nan
qmof-6f382a4.res,3.95287,3
qmof-6f3892c.res,10.47863,3
qmof-6f52c47.res,8.66975,1
qmof-6f53b55.res,11.50701,3
qmof-6f53f75.res,5.91174,3
qmof-6f5eeb5.res,3.73102,1
qmof-6f5fabe.res,9.03249,1
qmof-6f65d13.res,1.63244,nan
qmof-6f69f19.res,2.40444,1
qmof-6f72687.res,0.91694,nan
qmof-6f89314.res,6.34774,2
qmof-6f8c0ad.res,2.36193,nan
qmof-6f98772.res,1.01138,nan
qmof-6f9b5ab.res,2.17743,nan
qmof-6f9d417.res,13.56601,3
qmof-6fa1fe9.res,9.26995,1
qmof-6fa541f.res,1.02194,nan
qmof-6fa8209.res,10.34033,3
qmof-6fabf2c.res,8.43617,3
qmof-6fb2465.res,3.28417,1
qmof-6fbe426.res,0.98471,nan
qmof-6fbe47e.res,1.04065,nan
qmof-6fc44b7.res,1.23849,nan
qmof-6fd0bf3.res,8.64992,3
qmof-6fd66b2.res,0.8526,nan
qmof-6fe63c6.res,9.18685,3
qmof-6ff64b6.res,0.9269,nan
qmof-7006a4a.res,0.70279,nan
qmof-7007e9e.res,1.11467,nan
qmof-700d2d4.res,6.31778,3
qmof-7022a65.res,2.25203,nan
qmof-7024199.res,12.8947,3
qmof-7044cf9.res,9.30094,1
qmof-70475c6.res,2.40449,1
qmof-705ad5b.res,3.12873,3
